Ticker,NFLX,NFLX,NFLX,NFLX,NFLX,CMCSA,CMCSA,CMCSA,CMCSA,CMCSA,DIS,DIS,DIS,DIS,DIS,SONY,SONY,SONY,SONY,SONY
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,
2019-01-02,259.2799987792969,269.75,256.5799865722656,267.6600036621094,11679500,28.885276011555984,29.713279509198784,28.824897671963193,29.644277572631836,16970400,105.49164210808699,106.50654873085774,105.13057464245306,106.34065246582031,9723500,8.587137499603585,8.841664433872209,8.556449452134395,8.794731140136719,3899000
2019-01-03,270.20001220703125,275.7900085449219,264.42999267578125,271.20001220703125,14969600,29.609777234563882,30.47228162300755,29.437275698836523,29.877151489257812,28750400,105.86247474050619,106.0283710007293,103.38376184928198,103.76435089111328,10594700,8.706279762356804,8.71530576185496,8.464388829019688,8.487855911254883,8092500
2019-01-04,281.8800048828125,297.79998779296875,278.5400085449219,297.57000732421875,19330100,30.213530068238292,30.912159862701948,30.06690588987805,30.88628578186035,22843800,105.33549983140749,108.07769448273875,104.66214657583504,106.96520233154297,10122800,8.686422729418352,8.944560633821363,8.668371591201604,8.883185386657715,5925000
2019-01-07,302.1000061035156,316.79998779296875,301.6499938964844,315.3399963378906,18620100,30.731032343570888,30.97253251996108,30.42053023667313,30.558530807495117,26180800,107.2579628873209,108.71200829037346,106.66268110544169,107.89227294921875,6714700,8.92831512287781,9.081753681473534,8.922899178512429,8.975249290466309,3370000
2019-01-08,319.9800109863281,320.5899963378906,308.010009765625,320.2699890136719,15359200,30.756905246602624,30.95528085393842,30.498154597477374,30.808656692504883,20440700,109.10236492695732,109.8440214185847,108.4875615212852,108.73152923583984,8730700,9.052870790921547,9.072727819285207,8.91928925835715,9.005936622619629,5165000
2019-01-09,317.7099914550781,323.3500061035156,313.5,319.9599914550781,13343200,30.93803169683941,31.153657795376443,30.627529588515177,31.101909637451172,16045100,109.1023521978671,110.07822294222976,108.86813785860195,109.95135498046875,5931900,8.99149388492176,9.049259070727732,8.903041509034445,9.013155937194824,3294500
2019-01-10,314.57000732421875,325.3699951171875,312.5,324.6600036621094,13472500,30.972528700134323,31.050154217285243,30.618902075378504,30.8949031829834,16669600,109.28777138209422,110.18557819767675,108.80959676351354,110.07823181152344,6160100,8.787510707884005,8.866937942080595,8.755017631062687,8.863327026367188,5335000
2019-01-11,330.9599914550781,341.0899963378906,328.5199890136719,337.5899963378906,19500400,30.7137828420174,30.825909337577215,30.455032174735187,30.731033325195312,19161600,109.47319375101287,110.19533610522394,109.03405484061649,109.93185424804688,4819100,8.823614131845769,8.85971726480949,8.803757107447417,8.841665267944336,2955000
2019-01-14,334.239990234375,335.4800109863281,329.1300048828125,332.94000244140625,10499600,30.541277855947012,31.041531941107472,30.489526412249866,30.85177993774414,16609400,108.95598019407787,109.98064010343191,108.74128741917409,109.7073974609375,6980600,8.791121916710214,8.79834288831826,8.718915643696441,8.740577697753906,3679500
2019-01-15,349.6000061035156,357.2200012207031,347.0,354.6400146484375,21181200,30.808661729009806,31.05016193564735,30.679284738200522,30.90353775024414,13450000,109.59029510623976,110.44905874002443,107.9410710523578,109.06332397460938,9800900,8.960806960611144,9.049259339121889,8.953585989383754,8.996910095214844,4929000
2019-01-16,354.0,358.8500061035156,348.1099853515625,351.3900146484375,15385500,31.058774216247986,31.326151697740812,30.946651041273366,30.96390151977539,20838500,108.76080465630811,109.30729740215895,108.13624789988185,108.23384094238281,5899900,8.949974894285052,9.011350129903692,8.931922898697291,8.955389976501465,4404000
2019-01-17,349.5,355.7900085449219,346.4100036621094,353.19000244140625,18871200,30.877665771275982,31.22266894689905,30.825917598068408,30.97254180908203,25457200,108.04841746958996,108.57538860137812,107.50193219750008,108.3314208984375,6392000,8.85069157199663,8.98246805490286,8.820004381339444,8.937339782714844,3543500
2019-01-18,351.9700012207031,353.0,336.7300109863281,339.1000061035156,26621000,31.16227883812785,31.291652498873415,30.64477432456798,31.231277465820312,22670000,109.16090096036343,109.22921161396854,108.15575529504402,108.36068725585938,8554700,9.045647753911465,9.09077601895813,8.987882576162617,9.058283805847168,4447000
2019-01-22,334.8900146484375,336.8800048828125,321.0299987792969,325.1600036621094,17941400,31.093278496305174,31.127779456996468,30.041025516762446,30.161775588989258,32850900,107.95083414705076,108.64370154453266,107.10182384265843,107.93131256103516,6986700,8.852497696991831,8.872354724537434,8.697254114565753,8.749604225158691,4509000
2019-01-23,328.25,331.75,318.6000061035156,321.989990234375,13480100,31.127780568218384,32.27490958551685,31.015654087065272,31.81778335571289,36648300,108.50707713799703,109.14138720469771,107.34578849811129,108.43876647949219,6845600,8.84888639578811,8.866938392973434,8.681006781490959,8.747797966003418,4016000
2019-01-24,320.6000061035156,331.79998779296875,319.0,326.6700134277344,11131600,31.78328703439145,31.80916440470835,30.567155915682736,31.25716209411621,40436900,108.32166147573398,108.42900786200988,107.277479991753,107.88252258300781,6716800,8.690033902361865,8.738773095983444,8.661150875288554,8.731552124023438,4434500
2019-01-25,328.7200012207031,340.0,328.510009765625,338.04998779296875,11152900,31.593533696200065,31.766035215690696,30.670654350646934,30.860403060913086,25199500,108.78032053660266,108.80959546969574,107.98986756187597,108.40948486328125,5706900,8.832639456409071,8.847080536339487,8.783900273664841,8.80195140838623,3911000
2019-01-28,334.70001220703125,336.29998779296875,328.8800048828125,335.6600036621094,8652100,30.601660464235394,30.64478503288642,29.90303060739144,30.506784439086914,26457000,108.08745665257253,108.31190277708667,107.29699620695645,108.13624572753906,6178800,8.758629247533364,8.83264054446459,8.700864059929328,8.81458854675293,3719000
2019-01-29,335.8699951171875,338.2200012207031,328.1499938964844,328.8999938964844,7655200,30.515409713411977,31.33478963523106,30.515409713411977,31.119163513183594,19312300,107.98011522482578,108.25335788216289,107.3457976586909,108.22408294677734,5253700,8.852497136418767,8.865133191120337,8.778485835914337,8.805562973022461,3371000
2019-01-30,332.75,341.7799987792969,330.79998779296875,340.6600036621094,9234500,31.076032125529288,31.076032125529288,30.40327975404624,30.558530807495117,22674000,107.63855231518562,107.91179494818348,106.33088157044868,107.47264862060547,7853800,8.805561001824344,8.892209198400094,8.720718693315986,8.881378173828125,4610500
2019-01-31,339.67999267578125,345.989990234375,338.0899963378906,339.5,8535500,30.94666494604052,31.7487944607346,30.851788916746454,31.541791915893555,31274500,107.4433744319209,108.8486307774172,107.35554963297908,108.82910919189453,8351600,9.033011847158047,9.12326923946851,8.96983072569758,9.047452926635742,7918000
2019-02-01,337.17999267578125,346.8399963378906,336.5,339.8500061035156,9827800,31.662542548486194,31.80917003894252,31.464166888616717,31.731544494628906,18712300,109.2682573242054,109.34632877697658,108.25335077409062,108.61442565917969,6557700,9.02579219032654,9.033013161499316,8.144875024045595,8.330805778503418,34814000
2019-02-04,342.6000061035156,352.0,341.29998779296875,351.3399963378906,9051400,31.688418442747505,31.80054166469964,31.283040253585042,31.714292526245117,22890300,108.72177455202112,109.27802063655899,108.00938555834095,109.10236358642578,7037000,8.283871884405869,8.379545226558264,8.26942994309616,8.356078147888184,9886000
2019-02-05,353.20001220703125,360.0,352.8999938964844,355.80999755859375,9046600,31.800534508194605,32.145537564759444,31.54178386086747,32.04203796386719,24378500,109.31704805730745,110.01967625230476,108.76080197715184,109.94161224365234,13619800,8.339830009857081,8.343440925061534,8.260403647622095,8.278454780578613,8047500
2019-02-06,357.0,357.0400085449219,347.19000244140625,352.19000244140625,6717700,32.03340251005612,32.162779444212475,31.731527383947437,32.05927658081055,20357300,111.10289876617911,111.17120943031571,108.38997889717683,108.7217788696289,14229000,8.031149139111832,8.063642216061213,7.939085851471872,7.982409954071045,14112500
2019-02-07,347.8999938964844,348.75,339.0199890136719,344.7099914550781,7864500,32.050669442921894,32.5250462947322,31.99029438670206,32.49917221069336,22902300,108.37045833436912,108.42900820150165,107.16037314807072,108.27286529541016,8658100,7.749545557787917,7.789258747238505,7.659287291766942,7.773012638092041,15245500
2019-02-08,338.0,348.0,338.0,347.57000732421875,7561400,32.343919017220315,32.568168741387865,31.904043166271297,32.43016815185547,18071000,107.79468391391543,108.84862612801922,107.40433411847296,108.81935119628906,6395500,8.014904118952156,8.03295525697434,7.883127626553508,7.995047092437744,10392500
2019-02-11,350.0,352.8699951171875,344.80999755859375,345.7300109863281,5454900,32.516410408281,32.550911367423495,31.82640767639394,31.912656784057617,14761400,109.07308221106766,109.11211793871257,106.61389093186807,106.79930877685547,11086400,8.03475993126894,8.07086306262415,7.978799776400075,8.049201011657715,10224500
2019-02-12,348.0899963378906,360.0,346.5199890136719,359.9700012207031,10429400,32.18003063569264,32.3007806888162,31.947154123157695,32.11965560913086,14626400,107.55072563873395,108.15576824690778,106.51630491875315,106.56509399414062,7610200,7.948111704029538,8.031148991978977,7.948111704029538,7.993240833282471,5770500
